ID khách hàng,Khả năng trả nợ,Giới tính,Độ tuổi,Tình trạng hôn nhân,Tình trạng công việc hiện tại (số năm kinh nghiệm),Thu nhập,Chi tiêu (trung bình một tháng),Hóa đơn tiền điện,Tài sản thế chấp,Tình trạng sở hữu nhà ở,Số tiền dự kiến vay,Mục đích vay,Thời hạn khoản vay,Chứng minh thu nhập,Số thành viên phụ thuộc trong gia đình,Trình độ học vấn
106,0. Trả nợ đúng hạn,0. Nữ,41,1. Có gia đình,10,35000000,5000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
107,0. Trả nợ đúng hạn,0. Nữ,37,1. Có gia đình,8,35000000,5000000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
108,0. Trả nợ đúng hạn,0. Nữ,38,1. Có gia đình,8,30000000,5000000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
109,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,8,35000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
110,0. Trả nợ đúng hạn,0. Nữ,42,1. Có gia đình,9,30000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
111,0. Trả nợ đúng hạn,1. Nam,40,1. Có gia đình,9,30000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
112,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,6,30000000,4500000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
113,0. Trả nợ đúng hạn,1. Nam,38,1. Có gia đình,10,30000000,5000000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
114,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,5,35000000,5000000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
115,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,6,30000000,4500000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
116,0. Trả nợ đúng hạn,1. Nam,34,1. Có gia đình,9,30000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
117,0. Trả nợ đúng hạn,0. Nữ,38,1. Có gia đình,7,35000000,4500000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
118,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,10,30000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
119,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,10,35000000,5000000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
120,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,7,30000000,5000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
121,0. Trả nợ đúng hạn,0. Nữ,34,1. Có gia đình,10,35000000,5000000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
122,0. Trả nợ đúng hạn,0. Nữ,33,1. Có gia đình,6,30000000,4500000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
123,0. Trả nợ đúng hạn,0. Nữ,32,1. Có gia đình,9,30000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
124,0. Trả nợ đúng hạn,1. Nam,32,1. Có gia đình,9,30000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
125,0. Trả nợ đúng hạn,0. Nữ,33,1. Có gia đình,9,35000000,5000000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
126,0. Trả nợ đúng hạn,1. Nam,32,1. Có gia đình,8,35000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
127,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,10,35000000,4500000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
128,0. Trả nợ đúng hạn,0. Nữ,37,1. Có gia đình,5,35000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
129,0. Trả nợ đúng hạn,1. Nam,42,1. Có gia đình,9,30000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
130,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,10,35000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
131,0. Trả nợ đúng hạn,0. Nữ,37,1. Có gia đình,6,35000000,4500000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
132,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,5,35000000,5000000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
133,0. Trả nợ đúng hạn,0. Nữ,42,1. Có gia đình,10,30000000,5000000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,1. Tiến sĩ
134,0. Trả nợ đúng hạn,0. Nữ,38,1. Có gia đình,9,35000000,4500000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
135,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,5,35000000,4500000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
136,0. Trả nợ đúng hạn,0. Nữ,38,1. Có gia đình,9,30000000,4500000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
137,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,8,30000000,5000000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
138,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,6,35000000,4500000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
139,0. Trả nợ đúng hạn,1. Nam,37,1. Có gia đình,6,35000000,4500000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
140,0. Trả nợ đúng hạn,0. Nữ,33,1. Có gia đình,7,35000000,5000000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,0,1. Tiến sĩ
141,0. Trả nợ đúng hạn,1. Nam,34,1. Có gia đình,8,30000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
142,0. Trả nợ đúng hạn,1. Nam,40,1. Có gia đình,7,35000000,4500000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
143,0. Trả nợ đúng hạn,0. Nữ,34,1. Có gia đình,9,35000000,4500000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
144,0. Trả nợ đúng hạn,0. Nữ,39,1. Có gia đình,10,30000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
145,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,9,35000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
146,0. Trả nợ đúng hạn,1. Nam,34,1. Có gia đình,5,30000000,5000000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
147,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,6,35000000,5000000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
148,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,6,35000000,4500000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
149,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,6,35000000,4500000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
150,0. Trả nợ đúng hạn,1. Nam,39,1. Có gia đình,9,30000000,5000000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
151,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,8,35000000,5000000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
152,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,8,35000000,5000000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
153,0. Trả nợ đúng hạn,1. Nam,38,1. Có gia đình,7,35000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
154,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,9,30000000,5000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
155,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,10,35000000,4500000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
156,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,5,35000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
157,0. Trả nợ đúng hạn,0. Nữ,37,1. Có gia đình,8,35000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
158,0. Trả nợ đúng hạn,1. Nam,40,1. Có gia đình,10,30000000,5000000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
159,0. Trả nợ đúng hạn,1. Nam,40,1. Có gia đình,5,35000000,5000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,2. Thạc sĩ
160,0. Trả nợ đúng hạn,1. Nam,43,1. Có gia đình,5,30000000,5000000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
161,0. Trả nợ đúng hạn,0. Nữ,34,1. Có gia đình,10,35000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
162,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,7,35000000,5000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
163,0. Trả nợ đúng hạn,1. Nam,34,1. Có gia đình,7,35000000,5000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,2. Thạc sĩ
164,0. Trả nợ đúng hạn,1. Nam,42,1. Có gia đình,8,30000000,4500000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
165,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,7,35000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
166,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,7,30000000,5000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
167,0. Trả nợ đúng hạn,1. Nam,42,1. Có gia đình,7,35000000,4500000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
168,0. Trả nợ đúng hạn,1. Nam,38,1. Có gia đình,7,30000000,5000000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
169,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,7,35000000,4500000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
170,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,8,35000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
171,0. Trả nợ đúng hạn,0. Nữ,43,1. Có gia đình,6,35000000,4500000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
172,0. Trả nợ đúng hạn,0. Nữ,38,1. Có gia đình,9,30000000,4500000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
173,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,9,35000000,5000000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,3. Đại học
174,0. Trả nợ đúng hạn,1. Nam,39,1. Có gia đình,7,35000000,5000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
175,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,5,30000000,5000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,1,2. Thạc sĩ
176,0. Trả nợ đúng hạn,1. Nam,39,1. Có gia đình,5,30000000,4500000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
177,0. Trả nợ đúng hạn,1. Nam,41,1. Có gia đình,7,35000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
178,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,5,30000000,5000000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,1,1. Tiến sĩ
179,0. Trả nợ đúng hạn,1. Nam,41,1. Có gia đình,5,35000000,5000000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
180,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,10,30000000,4500000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
181,0. Trả nợ đúng hạn,1. Nam,37,1. Có gia đình,9,35000000,4500000,850000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
182,0. Trả nợ đúng hạn,1. Nam,40,1. Có gia đình,9,30000000,5000000,550000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
183,0. Trả nợ đúng hạn,1. Nam,33,1. Có gia đình,10,35000000,4500000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,1. Tiến sĩ
184,0. Trả nợ đúng hạn,1. Nam,41,1. Có gia đình,5,35000000,5000000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
185,0. Trả nợ đúng hạn,0. Nữ,33,1. Có gia đình,5,35000000,5000000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
186,0. Trả nợ đúng hạn,0. Nữ,40,1. Có gia đình,5,30000000,5000000,700000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,300000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,0,2. Thạc sĩ
187,0. Trả nợ đúng hạn,0. Nữ,38,1. Có gia đình,8,35000000,5000000,830000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
188,0. Trả nợ đúng hạn,0. Nữ,36,1. Có gia đình,10,35000000,5000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,2,1. Tiến sĩ
189,0. Trả nợ đúng hạn,0. Nữ,37,1. Có gia đình,9,30000000,4500000,600000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,350000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,3,3. Đại học
190,0. Trả nợ đúng hạn,1. Nam,43,1. Có gia đình,6,35000000,5000000,650000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,10,0. Có giấy tờ chứng minh thu nhập,0,3. Đại học
191,0. Trả nợ đúng hạn,0. Nữ,35,1. Có gia đình,9,35000000,5000000,750000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,250000000,1. Tiêu dùng,12,0. Có giấy tờ chứng minh thu nhập,3,1. Tiến sĩ
192,0. Trả nợ đúng hạn,1. Nam,36,1. Có gia đình,8,30000000,5000000,800000,0. Có tài sản thế chấp,0. Đã sở hữu nhà ở,200000000,1. Tiêu dùng,8,0. Có giấy tờ chứng minh thu nhập,2,3. Đại học
